City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
519,cidreira,-30.1811,-50.2056,19.44,94,100,3.44,BR,1728695474
520,abu jibeha,11.4562,31.2285,22.99,84,80,1.47,SD,1728695757
521,hauterive,46.0901,3.4459,8.26,89,100,1.35,FR,1728695758
522,al qubbah,32.7616,22.2424,24.63,31,0,2.96,LY,1728695759
523,villa berthet,-27.2917,-60.4126,19.37,60,0,1.71,AR,1728695760
524,bishkul,54.7803,69.1033,-3.63,85,100,7.78,KZ,1728695761
525,bibir hat,22.6873,91.7853,24.88,93,10,1.05,BD,1728695762
526,mora,11.0461,14.1401,26.92,60,98,2.31,CM,1728695764
527,kendraparha,20.5,86.4167,25.68,85,89,1.89,IN,1728695752
528,nizhniy ingash,56.2,96.53,-4.8,60,100,3.32,RU,1728695766
529,las vegas,36.175,-115.1372,33.69,9,0,7.2,US,1728695530
530,buala,-8.145,159.5921,29.85,66,84,1.86,SB,1728695768
531,surakarta,-7.5561,110.8317,30.26,59,53,2.82,ID,1728695769
532,muynoq,43.7683,59.0214,11.59,58,50,2.98,UZ,1728695770
533,camana,-16.6228,-72.7111,16.9,85,0,3.46,PE,1728695772
534,grigoropolisskaya,45.2972,41.0567,13.2,81,0,2.8,RU,1728695773
535,al ghayzah,16.2079,52.176,23.88,79,1,2.49,YE,1728695774
536,livingstonia,-10.606,34.1063,17.55,73,46,1.33,MW,1728695775
537,queenstown,-31.8976,26.8753,14.94,69,100,0.48,ZA,1728695776
538,ugoofaaru,5.6667,73.0,25.7,86,100,7.47,MV,1728695777
539,yanchep,-31.55,115.6833,18.76,73,81,5.11,AU,1728695779
540,datong,40.0936,113.2914,14.85,35,0,1.56,CN,1728695780
541,leticia,-4.2153,-69.9406,26.03,94,20,1.03,CO,1728695629
542,santa ana,33.7456,-117.8678,27.17,56,75,3.09,US,1728695677
543,novodolinskiy,49.705,72.7047,8.79,87,100,2.75,KZ,1728695785
544,touros,-5.1989,-35.4608,24.66,78,100,6.53,BR,1728695786
545,tazacorte,28.629,-17.9293,22.54,81,0,2.57,ES,1728695787
546,xiongzhou,25.1167,114.3,24.27,56,5,1.15,CN,1728695788
547,bukama,-9.2,25.85,21.18,81,100,0.81,CD,1728695790
548,lethem,3.3803,-59.7968,28.86,58,100,4.07,GY,1728695791
549,tsiombe,-25.3,45.4833,20.35,72,0,2.82,MG,1728695540
550,duba,27.3513,35.6901,27.28,66,0,3.04,SA,1728695793
551,antofagasta,-23.65,-70.4,15.6,85,47,1.9,CL,1728695795
552,cooper's town,26.8667,-77.5167,26.72,66,100,7.47,BS,1728695796
553,foindu,7.4108,-11.5422,22.56,99,100,1.52,SL,1728695797
554,mount isa,-20.7333,139.5,33.87,38,1,7.2,AU,1728695798
555,itu,-23.2642,-47.2992,22.34,96,99,3.45,BR,1728695618
556,quellon,-43.1167,-73.6167,7.89,90,100,4.64,CL,1728695801
557,savino,56.5929,41.2181,2.97,75,33,4.87,RU,1728695802
558,sola,-13.8833,167.55,26.1,77,82,8.21,VU,1728695803
559,dauphin,51.1494,-100.0502,8.08,66,100,2.57,CA,1728695804
560,afif,23.9065,42.9172,24.01,30,13,2.55,SA,1728695806
561,gorontalo,0.5412,123.0595,31.29,61,59,1.02,ID,1728695807
562,bandarbeyla,9.4942,50.8122,25.86,81,0,2.95,SO,1728695808
563,nizhneangarsk,55.7833,109.55,-3.14,78,68,2.14,RU,1728695809
564,westhill,57.1526,-2.2797,8.53,84,100,4.63,GB,1728695810
565,tamasi,46.6333,18.2833,10.72,86,10,4.55,HU,1728695811
566,lalmonirhat,25.9124,89.4473,24.79,83,28,0.82,BD,1728695812
567,gurun,5.8172,100.4738,23.89,84,100,1.23,MY,1728695814
568,sulak,43.2734,47.5146,17.94,73,100,5.11,RU,1728695815
569,fortuna,40.5982,-124.1573,17.51,61,0,0.0,US,1728695717
570,adiake,5.2863,-3.304,24.29,92,100,2.43,CI,1728695817
571,floro,61.5996,5.0328,5.98,65,100,6.17,NO,1728695818
572,cadale,2.7603,46.3222,25.37,87,22,6.72,SO,1728695820
